,Items,Origin,Items grouped,Category,Unit,amount,District,VDC,Village/Ward/extra info,lat,lon,District Latitude,District Longitude,Date,Location name,type
144,Lime,,Lime,Shelter,pack,16.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
145,Medical Kit,,Medical Kit,Medicine,unit,1.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
146,Noodles,,Noodles,Food - Dry Food,box,3.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
147,Noodles,,Noodles,Food - Dry Food,box,3.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
148,Tent (13x20),,Tarp,Shelter,unit,6.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
149,Tent (15x18),,Tarp,Shelter,unit,15.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
150,Tent (18x24),,Tarp,Shelter,unit,5.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
151,Tent (9x12),,Tarp,Shelter,unit,24.0,Lalitpur,Bhattedanda,Tinpane,27.5108,85.2961,27.58333,85.33333,2015-05-01,"Bhattedanda, Tinpane",list
152,Betadine,,Medicine - drug,Medicine,bottle,2.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
153,Cotton,,Medicine - supplies,Sanitation - supplies,pack,1.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
154,Diapers,,Medicine - supplies,Sanitation - supplies,box,2.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
155,Flex on (painkiller,,Medicine - drug,Medicine,box,10.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
156,Gauge Bandage,,Medicine - supplies,Sanitation - supplies,rolls,5.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
157,Lactogen,,Lactogen,Sanitation - Children supplies,unit,2.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
158,ORS,,Medicine - rehydration,Medicine,box,50.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
159,Piyush,,Piyush,Sanitation - Water purification,bottle,4.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
160,protogyl (anti diarhea),,Medicine - drug,Medicine,bottle,10.0,Kathmandu District,KirtipurN.P.,Itagol,27.67088,85.27748000000001,27.707040000000003,85.33218000000001,2015-05-01,"KirtipurN.P., Itagol",list
161,Tarp,,Tarp,Shelter,unit,5.0,Kathmandu District,Chunikhel,,27.75586,85.37301,27.707040000000003,85.33218000000001,2015-05-01,"Chunikhel, ",list
162,Betadine,,Medicine - drug,Medicine,bottle,4.0,Kabhre Palanchok,DhulikhelN.P,Kutal,27.6217,85.5576,27.58333,85.66667,2015-05-01,"DhulikhelN.P, Kutal",list
163,Flexon,,Medicine - drug,Medicine,unit,15.0,Kabhre Palanchok,DhulikhelN.P,Kutal,27.6217,85.5576,27.58333,85.66667,2015-05-01,"DhulikhelN.P, Kutal",list
164,Gauge Bandage,,Medicine - supplies,Sanitation - supplies,rolls,10.0,Kabhre Palanchok,DhulikhelN.P,Kutal,27.6217,85.5576,27.58333,85.66667,2015-05-01,"DhulikhelN.P, Kutal",list
165,Jeevanjal,,Medicine - rehydration,Medicine,unit,50.0,Kabhre Palanchok,DhulikhelN.P,Kutal,27.6217,85.5576,27.58333,85.66667,2015-05-01,"DhulikhelN.P, Kutal",list
166,Metronidazole,,Medicine - drug,Medicine,tabs,100.0,Kabhre Palanchok,DhulikhelN.P,Kutal,27.6217,85.5576,27.58333,85.66667,2015-05-01,"DhulikhelN.P, Kutal",list
167,PCM,,Medicine - drug,Medicine,tabs,10.0,Kabhre Palanchok,DhulikhelN.P,Kutal,27.6217,85.5576,27.58333,85.66667,2015-05-01,"DhulikhelN.P, Kutal",list
168,Piyush,,Piyush,Sanitation - Water purification,bottle,4.0,Kabhre Palanchok,DhulikhelN.P,Kutal,27.6217,85.5576,27.58333,85.66667,2015-05-01,"DhulikhelN.P, Kutal",list
169,Betadine,,Medicine - drug,Medicine,bottle,4.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
170,Crepe Bandage,,Medicine - supplies,Sanitation - supplies,rolls,4.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
171,Gauge Bandage,,Medicine - supplies,Sanitation - supplies,rolls,4.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
172,Metronidazole,,Medicine - drug,Medicine,tabs,100.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
173,ORS,,Medicine - rehydration,Medicine,box,12.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
174,paraflam,,Medicine - drug,Medicine,unit,60.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
175,PCM,,Medicine - drug,Medicine,tabs,100.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
176,Piyush,,Piyush,Sanitation - Water purification,bottle,4.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
177,Sanitary napkins,,Medicine - supplies,Sanitation - supplies,pack,5.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
178,Tarp,,Tarp,Shelter,unit,20.0,Sindhupalchok,Gati,,27.82553,85.90248000000001,27.829359999999998,85.54504,2015-05-01,"Gati, ",list
179,Tent (15x18),,Tarp,Shelter,unit,5.0,Kabhre Palanchok,PanautiN.P.,,27.5854,85.5242,27.58333,85.66667,2015-05-01,"PanautiN.P., ",list
180,Tent (9x12),,Tarp,Shelter,unit,5.0,Kabhre Palanchok,PanautiN.P.,,27.5854,85.5242,27.58333,85.66667,2015-05-01,"PanautiN.P., ",list
181,Foam Pads,,Medicine - supplies,Sanitation - supplies,unit,10.0,Kathmandu District,Chhaimale,,27.58783,85.26671,27.707040000000003,85.33218000000001,2015-05-01,"Chhaimale, ",list
182,Jute Rope,,Rope,Shelter,unit,7.0,Kathmandu District,Chhaimale,,27.58783,85.26671,27.707040000000003,85.33218000000001,2015-05-01,"Chhaimale, ",list
183,Metal Pegs,,Metal Pegs,Shelter,unit,184.0,Kathmandu District,Chhaimale,,27.58783,85.26671,27.707040000000003,85.33218000000001,2015-05-01,"Chhaimale, ",list
184,Nylon rope,,Nylon rope,Shelter,unit,25.0,Kathmandu District,Chhaimale,,27.58783,85.26671,27.707040000000003,85.33218000000001,2015-05-01,"Chhaimale, ",list
185,Plastic rolls,,Plastic rolls,Shelter,rolls,1.0,Kathmandu District,Chhaimale,,27.58783,85.26671,27.707040000000003,85.33218000000001,2015-05-01,"Chhaimale, ",list
186,Water Purification Tablets,,Purification tablets,Sanitation - Water purification,tabs,40.0,Kathmandu District,Chhaimale,,27.58783,85.26671,27.707040000000003,85.33218000000001,2015-05-01,"Chhaimale, ",list
187,Biscuits,,Biscuits,Food - Dry Food,box,7.0,Lalitpur,Gotikhel,,27.4981,85.3985,27.58333,85.33333,2015-05-01,"Gotikhel, ",list
188,Glucose - D,,Medicine - drug,Medicine,bottle,16.0,Lalitpur,Gotikhel,,27.4981,85.3985,27.58333,85.33333,2015-05-01,"Gotikhel, ",list
189,Lime,,Lime,Shelter,pack,10.0,Lalitpur,Gotikhel,,27.4981,85.3985,27.58333,85.33333,2015-05-01,"Gotikhel, ",list
190,Noodles,,Noodles,Food - Dry Food,box,6.0,Lalitpur,Gotikhel,,27.4981,85.3985,27.58333,85.33333,2015-05-01,"Gotikhel, ",list
191,Tent (15x18),,Tarp,Shelter,unit,15.0,Lalitpur,Gotikhel,,27.4981,85.3985,27.58333,85.33333,2015-05-01,"Gotikhel, ",list
192,Tent (18x24),,Tarp,Shelter,unit,5.0,Lalitpur,Gotikhel,,27.4981,85.3985,27.58333,85.33333,2015-05-01,"Gotikhel, ",list
193,Tent (9x12),,Tarp,Shelter,unit,22.0,Lalitpur,Gotikhel,,27.4981,85.3985,27.58333,85.33333,2015-05-01,"Gotikhel, ",list
194,Biscuits,,Biscuits,Food - Dry Food,box,4.0,Sindhupalchok,Jyamire,Rayale,27.307140000000004,86.47213,27.829359999999998,85.54504,2015-05-01,"Jyamire, Rayale",list
195,Tent (15x18),,Tarp,Shelter,unit,1.0,Sindhupalchok,Jyamire,Rayale,27.307140000000004,86.47213,27.829359999999998,85.54504,2015-05-01,"Jyamire, Rayale",list
196,Tent (18x24),,Tarp,Shelter,unit,3.0,Sindhupalchok,Jyamire,Rayale,27.307140000000004,86.47213,27.829359999999998,85.54504,2015-05-01,"Jyamire, Rayale",list
197,Biscuits,,Biscuits,Food - Dry Food,box,8.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
198,Glucose - D,,Medicine - drug,Medicine,bottle,24.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
199,Lime,,Lime,Shelter,pack,20.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
200,Noodles purchased (75 bags of 20 units),,Noodles,Food - Dry Food,box,3.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
201,Tent (12x15),,Tarp,Shelter,unit,15.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
202,Tent (13x20),,Tarp,Shelter,unit,4.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
203,Tent (18x24),,Tarp,Shelter,unit,5.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
204,Tent (9x12),,Tarp,Shelter,unit,15.0,Lalitpur,Malta,,27.5065,85.2624,27.58333,85.33333,2015-05-01,"Malta, ",list
205,Sanitary napkins,,Medicine - supplies,Sanitation - supplies,pack,3.0,Sindhupalchok,Sindhupalchok,and also Nuwakot district,27.829359999999998,85.54504,27.829359999999998,85.54504,2015-05-01,"Sindhupalchok, and also Nuwakot district",list
206,Cotton,,Medicine - supplies,Sanitation - supplies,pack,1.0,Lalitpur,Lubhu,,27.6359,85.3754,27.58333,85.33333,2015-05-01,"Lubhu, ",list
207,Noodles,,Noodles,Food - Dry Food,box,2.0,Lalitpur,Lubhu,,27.6359,85.3754,27.58333,85.33333,2015-05-01,"Lubhu, ",list
208,Electrolytes,,Medicine - rehydration,Medicine,unit,20.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-01,"KathmanduN.P., Balaju",list
209,Feeding bottles,,Feeding bottles,Sanitation - Children supplies,unit,7.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-01,"KathmanduN.P., Balaju",list
210,Food packages,,Food packages,Food - Supplies,unit,100.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-01,"KathmanduN.P., Balaju",list
211,Formula milk,,Formula milk,Sanitation - Children supplies,box,15.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-01,"KathmanduN.P., Balaju",list
212,Masks,,Masks,Sanitation - supplies,box,50.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-01,"KathmanduN.P., Balaju",list
213,Mosquito Nets,,Medicine - supplies,Sanitation - supplies,unit,9.0,Kathmandu District,KathmanduN.P.,Balaju,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-01,"KathmanduN.P., Balaju",list
214,Medical Kit,,Medical Kit,Medicine,unit,1.0,Kabhre Palanchok,PanautiN.P.,Khopasi,27.5854,85.5242,27.58333,85.66667,2015-05-01,"PanautiN.P., Khopasi",list
215,Dal,,Dal,Food - Dry Food,sack,10.0,Lalitpur,Harisiddhi,,27.6389,85.3456,27.58333,85.33333,2015-05-01,"Harisiddhi, ",list
216,Jeera,,Food,Food - Supplies,pack,1.0,Lalitpur,Harisiddhi,,27.6389,85.3456,27.58333,85.33333,2015-05-01,"Harisiddhi, ",list
217,Jeevanjal,,Medicine - rehydration,Medicine,unit,450.0,Lalitpur,Harisiddhi,,27.6389,85.3456,27.58333,85.33333,2015-05-01,"Harisiddhi, ",list
218,Oil,,Oil,Food - Dry Food,bottle,5.0,Lalitpur,Harisiddhi,,27.6389,85.3456,27.58333,85.33333,2015-05-01,"Harisiddhi, ",list
219,Puenyl,,Medicine - drug,Medicine,bottle,3.0,Lalitpur,Harisiddhi,,27.6389,85.3456,27.58333,85.33333,2015-05-01,"Harisiddhi, ",list
220,Rice,,Rice,Food - Dry Food,sack,1.0,Lalitpur,Harisiddhi,,27.6389,85.3456,27.58333,85.33333,2015-05-01,"Harisiddhi, ",list
221,Salt,,Salt,Food - Dry Food,pack,5.0,Lalitpur,Harisiddhi,,27.6389,85.3456,27.58333,85.33333,2015-05-01,"Harisiddhi, ",list
222,Biscuits,,Biscuits,Food - Dry Food,box,100.0,Lalitpur,Bungamati,,27.6211,85.303,27.58333,85.33333,2015-05-01,"Bungamati, ",list
223,Dalmot,,Dalmot,Food - Dry Food,pack,7.0,Lalitpur,Bungamati,,27.6211,85.303,27.58333,85.33333,2015-05-01,"Bungamati, ",list
224,Furandanal,,Food,Food - Supplies,pack,9.0,Lalitpur,Bungamati,,27.6211,85.303,27.58333,85.33333,2015-05-01,"Bungamati, ",list
225,Glucose - D,,Medicine - drug,Medicine,bottle,30.0,Lalitpur,Bungamati,,27.6211,85.303,27.58333,85.33333,2015-05-01,"Bungamati, ",list
226,Juice,,Juice,Food - Drinks,box,140.0,Lalitpur,Bungamati,,27.6211,85.303,27.58333,85.33333,2015-05-01,"Bungamati, ",list
227,Lito- baby food,,Lito- baby food,Sanitation - Children supplies,pack,28.0,Lalitpur,Bungamati,,27.6211,85.303,27.58333,85.33333,2015-05-01,"Bungamati, ",list
228,Noodles,,Noodles,Food - Dry Food,unit,270.0,Lalitpur,Bungamati,,27.6211,85.303,27.58333,85.33333,2015-05-01,"Bungamati, ",list
229,Adhesive tape,,Medicine - supplies,Sanitation - supplies,rolls,1.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
230,Azifast (amoxil),,Medicine - drug,Medicine,tabs,30.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
231,Betadine,,Medicine - drug,Medicine,bottle,1.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
232,Brufen,,Medicine - drug,Medicine,bottle,80.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
233,Dettol antiseptic liquids,,Medicine - supplies,Sanitation - supplies,bottle,2.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
234,Levocetrizine,,Medicine - drug,Medicine,tabs,50.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
235,Ligdocaine,,Medicine - drug,Medicine,bottle,1.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
236,Sanitary napkins,,Medicine - supplies,Sanitation - supplies,pack,4.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
237,syringe,,Medicine - supplies,Sanitation - supplies,box,22.0,Lalitpur,Sankhu,,27.5084,85.3367,27.58333,85.33333,2015-05-01,"Sankhu, ",list
238,Adhesive tape,,Medicine - supplies,Sanitation - supplies,rolls,1.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
239,Bandage,,Medicine - supplies,Sanitation - supplies,unit,24.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
240,Brufen,,Medicine - drug,Medicine,tabs,50.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
241,Dettol antiseptic liquids,,Medicine - supplies,Sanitation - supplies,bottle,1.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
242,Gloves,,Medicine - supplies,Sanitation - supplies,unit,10.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
243,Masks,,Masks,Sanitation - supplies,box,1.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
244,Metdil (anti diarea),,Medicine - drug,Medicine,tabs,20.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
245,Paracetamol (Niko),,Medicine - drug,Medicine,tabs,100.0,Bhaktapur,BhaktapurN.P.,,27.6748,85.4319,27.667340000000003,85.41673,2015-05-01,"BhaktapurN.P., ",list
246,Acenac (muscular pains),,Medicine - drug,Medicine,tabs,50.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
247,Bandage,,Medicine - supplies,Sanitation - supplies,unit,4.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
248,Betadine,,Medicine - drug,Medicine,bottle,2.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
249,Dettol soaps,,Medicine - supplies,Sanitation - supplies,unit,3.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
250,Metronidazole,,Medicine - drug,Medicine,tabs,100.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
251,Metronidazole syrup,,Medicine - drug,Medicine,bottle,3.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
252,ORS,,Medicine - rehydration,Medicine,box,3.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
253,Water purification drops,,Medicine - supplies,Sanitation - supplies,bottle,2.0,Kabhre Palanchok,Mathurapatifulbari,"Bukhil, Bhakundebesi, Khopase",27.576999999999998,85.6235,27.58333,85.66667,2015-05-01,"Mathurapatifulbari, Bukhil, Bhakundebesi, Khopase",list
254,Betadine,,Medicine - drug,Medicine,bottle,4.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
255,Cotton,,Medicine - supplies,Sanitation - supplies,pack,1.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
256,Crepe Bandage,,Medicine - supplies,Sanitation - supplies,rolls,4.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
257,Flexon,,Medicine - drug,Medicine,unit,15.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
258,Gauge Bandage,,Medicine - supplies,Sanitation - supplies,rolls,4.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
259,Metronidazole,,Medicine - drug,Medicine,tabs,100.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
260,Noodles,,Noodles,Food - Dry Food,unit,43.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
261,ORS,,Medicine - rehydration,Medicine,box,3.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
262,Paracetamol (Niko),,Medicine - drug,Medicine,tabs,100.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
263,paraflam,,Medicine - drug,Medicine,unit,40.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
264,Piyush,,Piyush,Sanitation - Water purification,bottle,9.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
265,Sanitary napkins,,Medicine - supplies,Sanitation - supplies,pack,5.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
266,Tent (15x18),,Tarp,Shelter,unit,25.0,Lalitpur,Bhardev,,27.5493,85.3846,27.58333,85.33333,2015-05-01,"Bhardev, ",list
267,Betadine,,Medicine - drug,Medicine,bottle,4.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
268,Cotton,,Medicine - supplies,Sanitation - supplies,pack,1.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
269,Crepe Bandage,,Medicine - supplies,Sanitation - supplies,rolls,4.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
270,Flexon,,Medicine - drug,Medicine,unit,75.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
271,Foam Pads,,Medicine - supplies,Sanitation - supplies,unit,4.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
272,Gauge Bandage,,Medicine - supplies,Sanitation - supplies,rolls,4.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
273,Metal Pegs,,Metal Pegs,Shelter,unit,32.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
274,Metronidazole,,Medicine - drug,Medicine,tabs,100.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
275,Nylon rope,,Nylon rope,Shelter,unit,4.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
276,ORS,,Medicine - rehydration,Medicine,box,3.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
277,PCM,,Medicine - drug,Medicine,tabs,100.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
278,Piyush,,Piyush,Sanitation - Water purification,bottle,4.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
279,Plastic rolls,,Plastic rolls,Shelter,rolls,1.0,Lalitpur,Chapagaun,Bista Gaun,27.5935,85.3297,27.58333,85.33333,2015-05-01,"Chapagaun, Bista Gaun",list
