Items,Origin,Items grouped,Item group filter,Category,Unit,amount,"FSC - KGs (sack=25, pack=1, box=4.5)",FSC - Total KGs,Mission,District,VDC,Village/Ward/extra info,VDC Latitude,VDC Longitude,District Latitude,District Longitude,Date
,,Tarp,,Shelter,unit,9,Undefined,#VALUE!,MISSION 04/5 *09,Lalitpur,Khokana,Karyabinayak,27.6416,85.2962,27.58333,85.33333,4-May-15
,,Beaten Rice,,Food - Dry Food,sack,2,25,50,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Dal,,Food - Dry Food,pack,1,1,1,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Rice,,Food - Dry Food,sack,6,25,150,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Medicine - supplies,,Sanitation - supplies,unit,1920,Undefined,#VALUE!,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Blankets,,Shelter,unit,30,Undefined,#VALUE!,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Lime,,Shelter,pack,10,Undefined,#VALUE!,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Matress,,Shelter,unit,50,Undefined,#VALUE!,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Tarp,,Shelter,unit,100,Undefined,#VALUE!,MISSION 04/5 *10,Gorkha,Shreenathkot,Hansapur,28.087,84.6393,28.33333,84.83333,4-May-15
,,Medicine - rehydration,,Medicine,unit,80,Undefined,#VALUE!,MISSION 04/5 *11,Kabhre Palanchok,Chisapani,Rayale,27.41486,86.05664,27.58333,85.66667,4-May-15
,,Medicine - drug,,Medicine,tabs,250,Undefined,#VALUE!,MISSION 04/5 *12,Bhaktapur,Kautunje,Suryabinayak,27.6636,85.4115,27.66734,85.41673,4-May-15
,,Diapers,,Sanitation - Children supplies,unit,36,Undefined,#VALUE!,MISSION 04/5 *12,Bhaktapur,Kautunje,Suryabinayak,27.6636,85.4115,27.66734,85.41673,4-May-15
,,Sanitary pads,,Sanitation - supplies,pack,60,Undefined,#VALUE!,MISSION 04/5 *12,Bhaktapur,Kautunje,Suryabinayak,27.6636,85.4115,27.66734,85.41673,4-May-15
,,Piyush,,Sanitation - Water purification,bottle,5,Undefined,#VALUE!,MISSION 04/5 *12,Bhaktapur,Kautunje,Suryabinayak,27.6636,85.4115,27.66734,85.41673,4-May-15
,,Blankets,,Shelter,unit,10,Undefined,#VALUE!,MISSION 04/5 *12,Bhaktapur,Kautunje,Suryabinayak,27.6636,85.4115,27.66734,85.41673,4-May-15
,,Biscuits,,Food - Dry Food,box,2,4.5,9,MISSION 04/5 *13,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.70704,85.33218,4-May-15
,,Noodles,,Food - Dry Food,box,2,4.5,9,MISSION 04/5 *13,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.70704,85.33218,4-May-15
,,Rice,,Food - Dry Food,sack,1,25,25,MISSION 04/5 *13,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.70704,85.33218,4-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 04/5 *13,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.70704,85.33218,4-May-15
,,Medicine - rehydration,,Medicine,unit,80,Undefined,#VALUE!,MISSION 04/5 *13,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.70704,85.33218,4-May-15
,,Piyush,,Sanitation - Water purification,bottle,5,Undefined,#VALUE!,MISSION 04/5 *13,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.70704,85.33218,4-May-15
,,Plastic rolls,,Shelter,rolls,13,Undefined,#VALUE!,MISSION 04/5 *13,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.70704,85.33218,4-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 04/5 *14,Gorkha,Dhawa,Chautara,28.0134,84.7823,28.33333,84.83333,4-May-15
,,Medicine - supplies,,Sanitation - supplies,unit,36,Undefined,#VALUE!,MISSION 04/5 *14,Gorkha,Dhawa,Chautara,28.0134,84.7823,28.33333,84.83333,4-May-15
,,Blankets,,Shelter,unit,10,Undefined,#VALUE!,MISSION 04/5 *14,Gorkha,Dhawa,Chautara,28.0134,84.7823,28.33333,84.83333,4-May-15
,,Beaten Rice,,Food - Dry Food,sack,20,25,500,MISSION 05/5 *02,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Noodles,,Food - Dry Food,box,24,4.5,108,MISSION 05/5 *02,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 05/5 *02,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Blankets,,Shelter,unit,15,Undefined,#VALUE!,MISSION 05/5 *02,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Lime,,Shelter,pack,15,Undefined,#VALUE!,MISSION 05/5 *02,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Rope,,Shelter,unit,20,Undefined,#VALUE!,MISSION 05/5 *02,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Tarp,,Shelter,unit,50,Undefined,#VALUE!,MISSION 05/5 *02,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Biscuits,,Food - Dry Food,box,7,4.5,31.5,MISSION 05/5 *03,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,5-May-15
,,Noodles,,Food - Dry Food,box,3,4.5,13.5,MISSION 05/5 *03,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,5-May-15
,,Diapers,,Sanitation - Children supplies,unit,4,Undefined,#VALUE!,MISSION 05/5 *03,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,5-May-15
,,Blankets,,Shelter,unit,5,Undefined,#VALUE!,MISSION 05/5 *03,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,5-May-15
,,Water,,Food - Drinks,bottle,24,Undefined,#VALUE!,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Beaten Rice,,Food - Dry Food,sack,2,25,50,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Food,,Food - Supplies,pack,28,Undefined,#VALUE!,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Noodles,,Food - Dry Food,box,4,4.5,18,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Rice,,Food - Dry Food,sack,6,25,150,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Food packages,,Food - Supplies,unit,100,Undefined,#VALUE!,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Salt,,Food - Dry Food,pack,20,1,20,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Blankets,,Shelter,unit,40,Undefined,#VALUE!,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Lime,,Shelter,pack,6,Undefined,#VALUE!,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Phenyl,,Shelter,bottle,2,Undefined,#VALUE!,MISSION 05/5 *04,Dhading,Marpak,,28.0135,84.9646,28,84.91667,5-May-15
,,Water,,Food - Drinks,bottle,12,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Beaten Rice,,Food - Dry Food,sack,2.5,25,62.5,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Biscuits,,Food - Dry Food,box,6,4.5,27,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Dal,,Food - Dry Food,pack,17,1,17,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Food,,Food - Supplies,pack,16,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Salt,,Food - Dry Food,pack,20,1,20,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Medical Kit,,Medicine,unit,5,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Medicine - rehydration,,Medicine,unit,200,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Sanitary pads,,Sanitation - supplies,pack,60,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Piyush,,Sanitation - Water purification,bottle,10,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Blankets,,Shelter,unit,42,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Lime,,Shelter,pack,6,Undefined,#VALUE!,MISSION 05/5 *05,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,5-May-15
,,Blankets,,Shelter,unit,10,Undefined,#VALUE!,MISSION 05/5 *06,Gorkha,Chhoprak,Cheuri,28.0556,84.5881,28.33333,84.83333,5-May-15
,,Blankets,,Shelter,unit,20,Undefined,#VALUE!,MISSION 05/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,5-May-15
,,Tarp,,Shelter,unit,40,Undefined,#VALUE!,MISSION 05/5 *09,Lalitpur,Dukuchhap,,27.5901,85.2969,27.58333,85.33333,5-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 05/5 *08,Gorkha,Taple,"and also Masel, Baguwa, Dhawa, Boralang",28.0254,84.6775,28.33333,84.83333,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *01,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,6-May-15
,,Medicine - rehydration,,Medicine,unit,60,Undefined,#VALUE!,MISSION 06/5 *01,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,6-May-15
,,Sanitary pads,,Sanitation - supplies,pack,1,Undefined,#VALUE!,MISSION 06/5 *01,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,6-May-15
,,Piyush,,Sanitation - Water purification,bottle,5,Undefined,#VALUE!,MISSION 06/5 *01,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,6-May-15
,,Purification tablets,,Sanitation - Water purification,tabs,750,Undefined,#VALUE!,MISSION 06/5 *01,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *02,Sindhupalchok,Mahankal,Sera,27.88694,85.51056,27.82936,85.54504,6-May-15
,,Medicine - supplies,,Sanitation - supplies,unit,50,Undefined,#VALUE!,MISSION 06/5 *02,Sindhupalchok,Mahankal,Sera,27.88694,85.51056,27.82936,85.54504,6-May-15
,,Sanitary pads,,Sanitation - supplies,pack,460,Undefined,#VALUE!,MISSION 06/5 *02,Sindhupalchok,Mahankal,Sera,27.88694,85.51056,27.82936,85.54504,6-May-15
,,Biscuits,,Food - Dry Food,box,2,4.5,9,MISSION 06/5 *03,Kathmandu District,KathmanduN.P.,Swayambunath,27.70731,85.32218,27.70704,85.33218,6-May-15
,,Rice,,Food - Dry Food,sack,2,25,50,MISSION 06/5 *03,Kathmandu District,KathmanduN.P.,Swayambunath,27.70731,85.32218,27.70704,85.33218,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *03,Kathmandu District,KathmanduN.P.,Swayambunath,27.70731,85.32218,27.70704,85.33218,6-May-15
,,Masks,,Sanitation - supplies,unit,200,Undefined,#VALUE!,MISSION 06/5 *03,Kathmandu District,KathmanduN.P.,Swayambunath,27.70731,85.32218,27.70704,85.33218,6-May-15
,,Tarp,,Shelter,unit,10,Undefined,#VALUE!,MISSION 06/5 *03,Kathmandu District,KathmanduN.P.,Swayambunath,27.70731,85.32218,27.70704,85.33218,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *04,Rasuwa,Langtang,,28.20692,85.51986,28.16667,85.33333,6-May-15
,,Medicine - rehydration,,Medicine,unit,50,Undefined,#VALUE!,MISSION 06/5 *04,Rasuwa,Langtang,,28.20692,85.51986,28.16667,85.33333,6-May-15
,,Purification tablets,,Sanitation - Water purification,tabs,100,Undefined,#VALUE!,MISSION 06/5 *04,Rasuwa,Langtang,,28.20692,85.51986,28.16667,85.33333,6-May-15
,,Water,,Food - Drinks,pack,1,Undefined,#VALUE!,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Beaten Rice,,Food - Dry Food,sack,6,25,150,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Dal,,Food - Dry Food,sack,4,25,100,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Noodles,,Food - Dry Food,box,21,4.5,94.5,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Noodles,,Food - Dry Food,sack,6,25,150,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Rice,,Food - Dry Food,sack,20,25,500,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Salt,,Food - Dry Food,sack,0.5,25,12.5,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Medicine - supplies,,Sanitation - supplies,box,2,Undefined,#VALUE!,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Blankets,,Shelter,unit,61,Undefined,#VALUE!,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Rope,,Shelter,unit,5,Undefined,#VALUE!,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Tarp,,Shelter,unit,50,Undefined,#VALUE!,MISSION 06/5 *05,Sindhupalchok,Hagam,Yanlakot,27.83164,85.81236,27.82936,85.54504,6-May-15
,,Medicine - rehydration,,Medicine,unit,500,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Medicine - supplies,,Sanitation - supplies,unit,20,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Piyush,,Sanitation - Water purification,bottle,10,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Purification tablets,,Sanitation - Water purification,tabs,200,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Tarp,,Shelter,unit,25,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Beaten Rice,,Food - Dry Food,sack,1,25,25,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Medical Kit,,Medicine,unit,2,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Piyush,,Sanitation - Water purification,bottle,2,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Purification tablets,,Sanitation - Water purification,tabs,150,Undefined,#VALUE!,MISSION 06/5 *06,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778,27.82936,85.54504,6-May-15
,,Dal,,Food - Dry Food,sack,1,25,25,MISSION 06/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,6-May-15
,,Rice,,Food - Dry Food,sack,8,25,200,MISSION 06/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,6-May-15
,,Oil,,Food - Dry Food,bottle,50,1,50,MISSION 06/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,6-May-15
,,Salt,,Food - Dry Food,pack,18,1,18,MISSION 06/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,6-May-15
,,Blankets,,Shelter,unit,30,Undefined,#VALUE!,MISSION 06/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,6-May-15
,,Plastic rolls,,Shelter,rolls,1,Undefined,#VALUE!,MISSION 06/5 *07,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,6-May-15
,,Dal,,Food - Dry Food,pack,30,1,30,MISSION 06/5 *08,Sindhupalchok,Sangachok,Panichaur,27.69532,85.72073,27.82936,85.54504,6-May-15
,,Rice,,Food - Dry Food,sack,4,25,100,MISSION 06/5 *08,Sindhupalchok,Sangachok,Panichaur,27.69532,85.72073,27.82936,85.54504,6-May-15
,,Oil,,Food - Dry Food,bottle,30,1,30,MISSION 06/5 *08,Sindhupalchok,Sangachok,Panichaur,27.69532,85.72073,27.82936,85.54504,6-May-15
,,Salt,,Food - Dry Food,pack,12,1,12,MISSION 06/5 *08,Sindhupalchok,Sangachok,Panichaur,27.69532,85.72073,27.82936,85.54504,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *08,Sindhupalchok,Sangachok,Panichaur,27.69532,85.72073,27.82936,85.54504,6-May-15
,,Blankets,,Shelter,unit,20,Undefined,#VALUE!,MISSION 06/5 *08,Sindhupalchok,Sangachok,Panichaur,27.69532,85.72073,27.82936,85.54504,6-May-15
,,Plastic rolls,,Shelter,rolls,24,Undefined,#VALUE!,MISSION 06/5 *08,Sindhupalchok,Sangachok,Panichaur,27.69532,85.72073,27.82936,85.54504,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *09,Nuwakot,Kakani,Dovan,27.81948,85.25691,27.964,83.0549,6-May-15
,,Medicine - rehydration,,Medicine,unit,110,Undefined,#VALUE!,MISSION 06/5 *09,Nuwakot,Kakani,Dovan,27.81948,85.25691,27.964,83.0549,6-May-15
,,Masks,,Sanitation - supplies,box,1,Undefined,#VALUE!,MISSION 06/5 *09,Nuwakot,Kakani,Dovan,27.81948,85.25691,27.964,83.0549,6-May-15
,,Sanitary pads,,Sanitation - supplies,unit,25,Undefined,#VALUE!,MISSION 06/5 *09,Nuwakot,Kakani,Dovan,27.81948,85.25691,27.964,83.0549,6-May-15
,,Medicine - drug,,Medicine,tabs,110,Undefined,#VALUE!,MISSION 06/5 *10,Sindhupalchok,Thakani,Ningale Village,27.84258,85.48731,27.82936,85.54504,6-May-15
,,Blankets,,Shelter,unit,15,Undefined,#VALUE!,MISSION 06/5 *10,Sindhupalchok,Thakani,Ningale Village,27.84258,85.48731,27.82936,85.54504,6-May-15
,,Tarp,,Shelter,unit,15,Undefined,#VALUE!,MISSION 06/5 *10,Sindhupalchok,Thakani,Ningale Village,27.84258,85.48731,27.82936,85.54504,6-May-15
,,Tarp,,Shelter,unit,5,Undefined,#VALUE!,MISSION 06/5 *11,Sindhuli,Puranojhangajholi,Khanikhadka,27.3751,85.8963,27.25,86,6-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 06/5 *12,Sindhupalchok,Bahrabise,Thulopalati,27.45679,87.32787,27.82936,85.54504,6-May-15
,,Beaten Rice,,Food - Dry Food,sack,12,25,300,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Biscuits,,Food - Dry Food,box,6,4.5,27,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Dal,,Food - Dry Food,pack,20,1,20,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Food,,Food - Supplies,pack,14,Undefined,#VALUE!,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Noodles,,Food - Dry Food,pack,2,1,2,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Rice,,Food - Dry Food,sack,25,25,625,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Salt,,Food - Dry Food,pack,5,1,5,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Sugar,,Food - Dry Food,pack,5,1,5,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Medical Kit,,Medicine,unit,1,Undefined,#VALUE!,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Blankets,,Shelter,unit,20,Undefined,#VALUE!,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Tarp,,Shelter,unit,100,Undefined,#VALUE!,MISSION 07/5 *01,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.82936,85.54504,7-May-15
,,Dal,,Food - Dry Food,sack,50,25,1250,MISSION 07/5 *02,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964,83.0549,7-May-15
,,Noodles,,Food - Dry Food,box,6,4.5,27,MISSION 07/5 *02,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964,83.0549,7-May-15
,,Rice,,Food - Dry Food,sack,55,25,1375,MISSION 07/5 *02,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964,83.0549,7-May-15
,,Matress,,Shelter,unit,55,Undefined,#VALUE!,MISSION 07/5 *02,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964,83.0549,7-May-15
,UNHCR,Tarp (UNHCR),,Shelter,unit,20,Undefined,#VALUE!,MISSION 07/5 *02,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964,83.0549,7-May-15
,,Sanitary pads,,Sanitation - supplies,box,2,Undefined,#VALUE!,MISSION 07/5 *03,Lalitpur,Lubhu,and also Siddhipur VDC,27.6359,85.3754,27.58333,85.33333,7-May-15
,,Water,,Food - Drinks,pack,12,Undefined,#VALUE!,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Beaten Rice,,Food - Dry Food,sack,4,25,100,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Biscuits,,Food - Dry Food,box,4,4.5,18,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Dal,,Food - Dry Food,pack,10,1,10,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Dalmot,,Food - Dry Food,pack,12,1,12,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Noodles,,Food - Dry Food,sack,1,25,25,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Rice,,Food - Dry Food,sack,13,25,325,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Salt,,Food - Dry Food,pack,15,1,15,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
,,Medical Kit,,Medicine,unit,5,Undefined,#VALUE!,MISSION 07/5 *04,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.64091,86.42334,27.3303,86.06458,7-May-15
